scenario,part,trial,seed,n_decodes
S5,0,1684,343629579,0
S5,0,1685,1920752793,0
S5,0,1686,889350524,0
S5,0,1687,1108291678,0
S5,0,1688,1492706674,0
S5,0,1689,782574269,0
S5,0,168,2002984084,0
S5,0,1690,166180598,0
S5,0,1691,1735103481,0
S5,0,1692,856344837,0
S5,0,1693,176512907,0
S5,0,1694,1866959038,0
S5,0,1695,91259680,0
S5,0,1696,1815410010,0
S5,0,1697,761457277,0
S5,0,1698,95706645,0
S5,0,1699,2110542849,0
S5,0,169,473344995,0
S5,0,1700,1933790982,0
S5,0,1701,10372635,0
S5,0,1702,1287115225,0
S5,0,1703,445346472,0
S5,0,1704,1266823112,0
S5,0,1705,411469281,0
S5,0,1706,119086882,0
S5,0,1707,1212559284,0
S5,0,1708,243827797,0
S5,0,1709,2105562709,0
S5,0,170,1759775838,0
S5,0,1710,438591240,0
S5,0,1711,743610117,0
S5,0,1712,457133353,0
S5,0,1713,1118264604,0
S5,0,1714,1065378959,0
S5,0,1715,1961965308,0
S5,0,1716,404614951,0
S5,0,1717,820030606,0
S5,0,1718,1565293239,0
S5,0,1719,1624825395,0
S5,0,171,826572992,0
S5,0,1720,279187918,0
S5,0,1721,392727407,0
S5,0,1722,319490043,0
S5,0,1723,309195494,0
S5,0,1724,414920969,0
S5,0,1725,460403124,0
S5,0,1726,2098726547,0
S5,0,1727,2000719179,0
S5,0,1728,756879898,0
S5,0,1729,1868296329,0
S5,0,172,750954547,0
S5,0,1730,1851277771,0
S5,0,1731,1846824068,0
S5,0,1732,467853911,0
S5,0,1733,1981938513,0
S5,0,1734,1346719879,0
S5,0,1735,582767263,0
S5,0,1736,50608576,0
S5,0,1737,1495943998,0
S5,0,1738,420395794,0
S5,0,1739,2111237569,0
S5,0,173,1348210270,0
S5,0,1740,54491957,0
S5,0,1741,1996189560,0
S5,0,1742,114659157,0
S5,0,1743,315110272,0
S5,0,1744,21599898,0
S5,0,1745,1153474206,0
S5,0,1746,426439339,0
S5,0,1747,136764977,0
S5,0,1748,978217812,1
S5,0,1749,918374809,1
S5,0,174,247743959,0
S5,0,1750,1235919613,0
S5,0,1751,1730783131,0
S5,0,1752,657881452,0
S5,0,1753,74157876,0
S5,0,1754,199116012,0
S5,0,1755,1582722468,0
S5,0,1756,372599174,0
S5,0,1757,1233844752,1
S5,0,1758,1927429617,1
S5,0,1759,1974368439,0
S5,0,175,1031879935,1
S5,0,1760,387159332,0
S5,0,1761,425495601,0
S5,0,1762,152293962,0
S5,0,1763,196313388,0
S5,0,1764,2011497068,1
S5,0,1765,1911651424,0
S5,0,1766,1035907619,1
S5,0,1767,387213542,0
S5,0,1768,1479441179,0
S5,0,1769,620218924,0
S5,0,176,268378310,0
S5,0,1770,1530070298,0
S5,0,1771,1832591761,0
S5,0,1772,1190696642,0
S5,0,1773,536496834,0
S5,0,1774,485866205,0
S5,0,1775,1492153901,1
S5,0,1776,528671424,1
S5,0,1777,1995021723,0
S5,0,1778,346255428,0
S5,0,1779,1405590349,0
S5,0,177,769506280,0
S5,0,1780,1088828880,0
S5,0,1781,688620719,0
S5,0,1782,235762412,0
S5,0,1783,1936879061,0
S5,0,1784,1000714627,0
S5,0,1785,1727127731,0
S5,0,1786,1456596270,0
S5,0,1787,1939783824,0
S5,0,1788,811308337,0
S5,0,1789,1958479130,0
