scenario,part,trial,seed,message,freq_hz,dt_s,reported_snr_db,signal_db,local_noise_db,reconstructed_snr_db
S5,0,16,216305983,562602717201195666,928,-1.04,-27,-52.111,-52,-26.611
S5,0,21,490683040,CQ 6X8XHBSTP7T,891,-0.4,-25,-50.868,-52,-25.368
S5,0,29,815515411,<RDCT18> S/P <RDCT07> R AC34,2266,3.12,-27,-52.014,-52,-26.514
S5,1,1,1655700015,<RDCT62>/P IJ4 J/P GI54,231,-0.88,-27,-43.082,-42.5,-27.082
S5,1,8,1060521833,H.CLZZ3B6S?+X,1378,0.88,-27,-43.089,-42.5,-27.089
S5,1,17,1741812164,0002DFC318018102AF,478,-1.6,-26,-41.783,-42.5,-25.783
S5,1,21,1964437265,<RDCT08>/P <RDCT54> Y/P LB44,1897,-1.28,-27,-43.134,-42.5,-27.134
