scenario,part,trial,seed,n_decodes
S1,0,226,1357892997,1
S1,0,227,1110201886,1
S1,0,228,1456963191,2
S1,0,229,1962662161,3
S1,1,0,1915168523,1
S1,1,1,1105300121,1
S1,1,2,1345625016,2
S1,1,3,326758647,1
S1,1,4,370219933,1
S1,1,5,1953771900,1
S1,1,6,502753508,1
S1,1,7,1424923858,1
S1,1,8,1903907853,1
S1,1,9,1125537016,1
S1,1,10,276603344,2
S1,1,11,570957097,1
S1,1,12,99048744,1
S1,1,13,288341828,1
S1,1,14,1700244473,2
S1,1,15,146309123,1
S1,1,16,690315477,1
S1,1,17,1195265261,2
S1,1,18,252266997,1
S1,1,19,1323151804,1
S1,1,20,955046557,1
S1,1,21,57776473,1
S1,1,22,939505363,1
S1,1,23,475055336,1
S1,1,24,74544321,1
S1,1,25,2132912801,1
S1,1,26,1417445009,1
S1,1,27,721397295,1
S1,1,28,1319081373,1
S1,1,29,1013104638,2
S1,1,30,1209538956,2
S1,1,31,159240622,1
S1,1,32,1366191186,1
S1,1,33,1173512911,2
S1,1,34,520728631,1
S1,1,35,1897959174,1
S1,1,36,1151467874,1
S1,1,37,241556474,1
S1,1,38,1229489567,2
S1,1,39,42667988,1
S1,1,40,891055420,1
S1,1,41,952768312,1
S1,1,42,532809527,1
S1,1,43,2083911899,1
S1,1,44,530191148,2
S1,1,45,1700873346,1
S1,1,46,1598137596,1
S1,1,47,1878806368,1
S1,1,48,889681677,1
S1,1,49,1550903608,1
S1,1,50,583678124,1
S1,1,51,2139961771,2
S1,1,52,1720060904,1
S1,1,53,1144318352,1
S1,1,54,982902115,2
S1,1,55,577085511,1
S1,1,56,1503772745,1
S1,1,57,500642319,1
S1,1,58,1229091888,1
S1,1,59,1143602517,1
S1,1,60,1177603367,1
S1,1,61,296486817,1
S1,1,62,2006226405,1
S1,1,63,1496254130,1
S1,1,64,1287756308,1
S1,1,65,483467429,1
S1,1,66,1902898068,1
S1,1,67,1939019940,1
S1,1,68,1616762213,1
S1,1,69,1609361721,1
S1,1,70,849514078,2
S1,1,71,1971381153,1
S1,1,72,1299312261,3
S1,1,73,1635737692,1
S1,1,74,2145223982,1
S1,1,75,457194120,1
S1,1,76,2146191176,1
S1,1,77,1314307555,1
S1,1,78,1456006752,1
S1,1,79,956072702,1
S1,1,80,265932235,1
S1,1,81,2028043878,1
S1,1,82,942757458,2
S1,1,83,1259478654,1
S1,1,84,47163201,3
S1,1,85,374030654,1
S1,1,86,280569663,1
S1,1,87,1813996886,2
S1,1,88,112787198,1
S1,1,89,164339434,1
S1,1,90,581268600,1
S1,1,91,1068716158,1
S1,1,92,1291293241,1
S1,1,93,55901904,2
S1,1,94,859602359,1
S1,1,95,1757016496,1
S1,1,96,742307213,2
S1,1,97,753733352,1
S1,1,98,775212467,2
S1,1,99,805820402,1
S1,1,100,889341719,1
S1,1,101,957880304,2
S1,1,102,1931626847,1
S1,1,103,816542037,1
S1,1,104,1978060333,1
S1,1,105,1596661734,1
S1,1,106,1944755486,1
S1,1,107,2115387696,1
S1,1,108,1965676218,2
S1,1,109,218447785,1
S1,1,110,2118759503,2
S1,1,111,1711562648,1
S1,1,112,282518351,1
S1,1,113,663139176,1
S1,1,114,1256368334,1
S1,1,115,1623194397,1
S1,1,116,1892918409,1
S1,1,117,13517106,1
S1,1,118,1444196791,1
S1,1,119,591687222,2
S1,1,120,1393074063,1
S1,1,121,2102607209,1
S1,1,122,998138427,2
S1,1,123,1067780800,1
S1,1,124,2082280165,1
S1,1,125,2134743498,1
S1,1,126,453850187,2
S1,1,127,1221500358,1
S1,1,128,304551593,1
S1,1,129,1933178931,1
S1,1,130,628976673,2
S1,1,131,132094736,1
S1,1,132,1585787070,1
S1,1,133,673205843,1
S1,1,134,64635709,2
S1,1,135,1053824424,1
S1,1,136,45832242,1
S1,1,137,1159163091,1
S1,1,138,1275577065,1
S1,1,139,1204711696,1
S1,1,140,1792466273,2
S1,1,141,1434530526,1
S1,1,142,1548678,1
S1,1,143,1670786685,1
S1,1,144,1673893994,1
S1,1,145,8725128,1
S1,1,146,1194162560,1
S1,1,147,1026164551,1
S1,1,148,801970240,1
S1,1,149,658291641,2
S1,1,150,565968370,1
S1,1,151,237905786,1
S1,1,152,1613264525,1
S1,1,153,1799050228,1
S1,1,154,1631967575,2
S1,1,155,1890687643,1
S1,1,156,93377319,1
S1,1,157,28003901,2
S1,1,158,2103881948,1
S1,1,159,175637756,1
S1,1,160,714980229,1
S1,1,161,330558475,1
S1,1,162,1112016015,1
S1,1,163,123378668,1
S1,1,164,959440518,2
S1,1,165,493741951,1
S1,1,166,1309571885,1
S1,1,167,1762578185,1
S1,1,168,1920467468,1
S1,1,169,2073879811,2
S1,1,170,1908230723,1
S1,1,171,1659504813,1
S1,1,172,1981909354,1
S1,1,173,2113732949,1
S1,1,174,1799630713,1
S1,1,175,1851830652,1
S1,1,176,2003320716,1
S1,1,177,480523240,1
S1,1,178,734146351,1
S1,1,179,1971073964,1
S1,1,180,2040055631,2
S1,1,181,948591121,1
S1,1,182,1963539831,1
S1,1,183,1972771883,2
S1,1,184,1516350640,2
S1,1,185,1925092037,1
S1,1,186,365486358,1
S1,1,187,1851072326,2
S1,1,188,219100272,1
S1,1,189,748812254,2
S1,1,190,1926613426,1
S1,1,191,388175527,1
S1,1,192,1535008843,1
S1,1,193,752079586,1
S1,1,194,16626368,1
S1,1,195,438278121,1
S1,1,196,779316185,1
S1,1,197,509331646,1
S1,1,198,741686972,2
S1,1,199,1255966024,1
S1,1,200,1609367350,1
S1,1,201,227202650,1
S1,1,202,1147817185,1
S1,1,203,1273087975,1
S1,1,204,1216188408,1
S1,1,205,1991148723,1
S1,1,206,1186161552,1
S1,1,207,14548321,1
S1,1,208,217006601,2
S1,1,209,702151862,1
S1,1,210,1256503250,1
S1,1,211,433133758,1
S1,1,212,1578288572,1
S1,1,213,595979324,1
S1,1,214,228946622,1
S1,1,215,1143672704,1
S1,1,216,321818202,1
S1,1,217,500019152,2
S1,1,218,453111958,1
S1,1,219,1744261505,1
S1,1,220,1058216224,1
S1,1,221,1997171052,2
S1,1,222,1072750521,1
S1,1,223,1638950276,1
S1,1,224,950104486,1
S1,1,225,1087307763,1
S1,1,226,1040762137,1
S1,1,227,1025616065,2
S1,1,228,1666235735,1
S1,1,229,1154742104,1
S1,2,0,1491760006,1
S1,2,1,546635023,1
S1,2,2,714902369,1
S1,2,3,1510363572,1
S1,2,4,300973681,1
S1,2,5,1324112953,1
S1,2,6,586047112,2
S1,2,7,505401989,1
S1,2,8,621469517,1
S1,2,9,1251077189,1
S1,2,10,1708909716,2
S1,2,11,2015126675,1
S1,2,12,1695180231,1
S1,2,13,1537761778,1
S1,2,14,927811775,1
S1,2,15,625546902,1
S1,2,16,1238972250,1
S1,2,17,939036041,1
S1,2,18,1180094015,1
S1,2,19,743336773,1
S1,2,20,1008155982,2
S1,2,21,2140707213,1
S1,2,22,873249515,1
S1,2,23,1489137987,1
S1,2,24,417104032,1
S1,2,25,50815680,2
S1,2,26,153202259,1
S1,2,27,1822424329,2
S1,2,28,1469964255,1
S1,2,29,600432983,1
S1,2,30,2080309072,1
