scenario,part,trial,seed,message,freq_hz,dt_s,reported_snr_db,signal_db,local_noise_db,reconstructed_snr_db
S1,2,21,2140707213,CQ Q1ABC FN42,1500,0.32,-5,-35.354,-57,-4.854
S1,2,22,873249515,CQ Q1ABC FN42,1500,0.32,-5,-35.335,-57,-4.835
S1,2,23,1489137987,CQ Q1ABC FN42,1500,0.4,-5,-34.823,-56.5,-4.823
S1,2,24,417104032,CQ Q1ABC FN42,1500,0.32,-5,-35.924,-57.5,-4.924
S1,3,0,474144144,CQ Q1ABC FN42,1500,0.4,-2,-31.62,-56.5,-1.62
S1,3,0,474144144,<...> CBSAIYW6326,1859,-1.52,-27,-56.529,-56.5,-26.529
S1,3,1,1226819330,CQ Q1ABC FN42,1500,0.32,-1,-32.215,-57.5,-1.215
S1,3,2,1182452760,CQ Q1ABC FN42,1500,0.4,-1,-31.873,-57,-1.373
S1,3,3,695784695,CQ Q1ABC FN42,1500,0.32,-1,-31.873,-57,-1.373
S1,3,4,354507801,CQ Q1ABC FN42,1500,0.32,-2,-31.532,-56.5,-1.532
S1,3,5,1896505409,CQ Q1ABC FN42,1500,0.32,-1,-32.184,-57.5,-1.184
S1,3,6,813757840,CQ Q1ABC FN42,1500,0.4,-2,-32.07,-57,-1.57
S1,3,6,813757840,CQ <...>,2322,-1.36,-27,-57.157,-57,-26.657
S1,3,7,1821196806,CQ Q1ABC FN42,1500,0.4,-2,-31.532,-56.5,-1.532
S1,3,8,678280312,CQ Q1ABC FN42,1500,0.32,-2,-31.019,-56,-1.519
S1,3,8,678280312,CQ 6K9FKHSDWQY,1497,0.4,-15,-44.481,-56,-14.981
S1,3,9,1114353932,CQ Q1ABC FN42,1500,0.32,-2,-31.614,-56.5,-1.614
S1,3,10,2147293350,CQ Q1ABC FN42,1500,0.4,-1,-31.905,-57,-1.405
S1,3,11,1772385783,CQ Q1ABC FN42,1500,0.32,-1,-32.411,-57.5,-1.411
S1,3,12,303013713,CQ Q1ABC FN42,1500,0.32,-2,-32,-57,-1.5
S1,3,13,1918372202,CQ Q1ABC FN42,1500,0.32,-1,-32.272,-57.5,-1.272
S1,3,13,1918372202,CQ ZDVPYAG8S46,1497,0.4,-16,-47.272,-57.5,-16.272
S1,3,13,1918372202,<RDCT56> <RDCT46>/R R OO71,2884,0.96,-26,-56.595,-57.5,-25.595
S1,3,14,604913376,CQ Q1ABC FN42,1500,0.4,-1,-32.785,-58,-1.285
S1,3,14,604913376,CQ 1SUVXIXUF4,1497,0.4,-16,-47.291,-58,-15.791
S1,3,15,1143733040,CQ Q1ABC FN42,1500,0.4,-1,-31.848,-57,-1.348
S1,3,16,1004744363,CQ Q1ABC FN42,1500,0.32,-2,-31.772,-56.5,-1.772
S1,3,17,946620584,CQ Q1ABC FN42,1500,0.32,-1,-32.38,-57.5,-1.38
S1,3,18,723684540,CQ Q1ABC FN42,1500,0.32,-2,-32.576,-57.5,-1.576
S1,3,19,1359341778,CQ Q1ABC FN42,1500,0.32,-1,-31.551,-57,-1.051
S1,3,20,315127909,CQ Q1ABC FN42,1500,0.32,-2,-31.589,-56.5,-1.589
S1,3,20,315127909,CQ 5XVCLFTOJML,1497,0.32,-17,-46.646,-56.5,-16.646
S1,3,20,315127909,CQ 6J4WNW2DUUM,1497,0.4,-16,-46.019,-56.5,-16.019
S1,3,21,224318714,CQ Q1ABC FN42,1500,0.32,-1,-32.247,-57.5,-1.247
S1,3,22,834433093,CQ Q1ABC FN42,1500,0.4,-1,-31.797,-57,-1.297
S1,3,23,772918103,CQ Q1ABC FN42,1500,0.4,-1,-31.823,-57,-1.323
S1,3,24,1363536787,CQ Q1ABC FN42,1500,0.32,-1,-31.703,-57,-1.203
S1,4,0,184630235,CQ Q1ABC FN42,1500,0.32,1,-29.057,-57,1.443
S1,4,1,792672454,CQ Q1ABC FN42,1500,0.4,1,-29.025,-56.5,0.975
