scenario,part,trial,seed,message,freq_hz,dt_s,reported_snr_db,signal_db,local_noise_db,reconstructed_snr_db
S1,2,195,1543740866,CQ Q1ABC FN42,1500,0.32,-5,-35.601,-57,-5.101
S1,2,195,1543740866,<RDCTM680> L89UZN/R NN21,1175,-1.28,-27,-57.113,-57,-26.613
S1,2,196,1765675757,CQ Q1ABC FN42,1500,0.4,-5,-35.272,-57,-4.772
S1,2,197,573761836,CQ Q1ABC FN42,1500,0.4,-5,-35.266,-57,-4.766
S1,2,197,573761836,<RDCTM714>/P <RDCTM12> R EC06,1263,0.24,-26,-56.241,-57,-25.741
S1,2,198,152655441,CQ Q1ABC FN42,1500,0.32,-5,-34.797,-56.5,-4.797
S1,2,199,1420666725,CQ Q1ABC FN42,1500,0.32,-5,-35.07,-56.5,-5.07
S1,2,200,1764752409,CQ Q1ABC FN42,1500,0.32,-5,-35.43,-57,-4.93
S1,2,201,1003973923,CQ Q1ABC FN42,1500,0.32,-5,-35.43,-57,-4.93
S1,2,202,734759488,CQ Q1ABC FN42,1500,0.32,-5,-35.291,-57,-4.791
S1,2,203,271923362,CQ Q1ABC FN42,1500,0.32,-5,-35.392,-57,-4.892
S1,2,203,271923362,3XJ4DOQ HA7 GS/R GJ27,1928,-1.04,-27,-57.035,-57,-26.535
S1,2,204,896218664,CQ Q1ABC FN42,1500,0.4,-5,-35.911,-57.5,-4.911
S1,2,205,1791633290,CQ Q1ABC FN42,1500,0.4,-5,-35.519,-57,-5.019
S1,2,206,537831549,CQ Q1ABC FN42,1500,0.32,-5,-36.108,-57.5,-5.108
S1,2,207,1367418652,CQ Q1ABC FN42,1500,0.4,-5,-34.937,-56.5,-4.937
S1,2,208,2047052133,CQ Q1ABC FN42,1500,0.32,-5,-34.772,-56,-5.272
S1,2,209,1464173917,CQ Q1ABC FN42,1500,0.32,-5,-34.646,-56,-5.146
S1,2,210,586082029,CQ Q1ABC FN42,1500,0.32,-5,-34.861,-56.5,-4.861
S1,2,210,586082029,CQ ABYQ <RDCTM50>,1497,0.32,-17,-47.437,-56.5,-17.437
S1,2,211,1609719593,CQ Q1ABC FN42,1500,0.32,-5,-35.082,-56.5,-5.082
S1,2,212,230242862,CQ Q1ABC FN42,1500,0.4,-5,-34.633,-56,-5.133
S1,2,213,307375538,CQ Q1ABC FN42,1500,0.32,-5,-35.247,-57,-4.747
S1,2,213,307375538,<...> 0T/ DSYM56E 73,1497,0.32,-17,-47.892,-57,-17.392
S1,2,214,906175329,CQ Q1ABC FN42,1500,0.32,-5,-35.209,-57,-4.709
S1,2,215,2129355222,CQ Q1ABC FN42,1500,0.4,-5,-35.165,-57,-4.665
S1,2,216,1291879490,CQ Q1ABC FN42,1500,0.4,-5,-35.082,-56.5,-5.082
S1,2,216,1291879490,CQ 1  744U/<RDCTM548>,1497,0.4,-17,-46.937,-56.5,-16.937
S1,2,217,516840854,CQ Q1ABC FN42,1500,0.32,-5,-34.576,-56.5,-4.576
S1,2,218,1130946539,CQ Q1ABC FN42,1500,0.32,-5,-35.437,-57,-4.937
S1,2,219,560180199,CQ Q1ABC FN42,1500,0.32,-5,-35.943,-57.5,-4.943
S1,2,219,560180199,<...> 4FXEO5IR9UI 73,1497,0.32,-17,-48.386,-57.5,-17.386
S1,2,220,413188368,CQ Q1ABC FN42,1500,0.32,-5,-34.905,-56.5,-4.905
S1,2,221,1381819144,CQ Q1ABC FN42,1500,0.4,-5,-35.108,-56.5,-5.108
S1,2,221,1381819144,CQ <...>,2131,3.04,-27,-57.041,-57,-26.541
S1,2,222,500045076,CQ Q1ABC FN42,1500,0.32,-5,-35.044,-56.5,-5.044
S1,2,223,40124080,CQ Q1ABC FN42,1500,0.32,-5,-35.108,-57,-4.608
S1,2,224,1795118165,CQ Q1ABC FN42,1500,0.32,-5,-35.032,-56.5,-5.032
S1,2,225,323060998,CQ Q1ABC FN42,1500,0.32,-5,-35.247,-57,-4.747
S1,2,226,1077947531,CQ Q1ABC FN42,1500,0.32,-5,-35.171,-57,-4.671
S1,2,227,802307675,CQ Q1ABC FN42,1500,0.32,-5,-34.994,-56.5,-4.994
S1,2,227,802307675,<...> 6DGQQC2 C98,1497,0.4,-18,-48.418,-56.5,-18.418
S1,2,228,55088225,CQ Q1ABC FN42,1500,0.32,-5,-35.475,-57,-4.975
S1,2,228,55088225,<RDCTM259>/R <RDCTM609>/R R EE80,1563,-1.04,-27,-57.306,-56.5,-27.306
S1,2,229,1003990378,CQ Q1ABC FN42,1500,0.32,-5,-34.905,-56.5,-4.905
S1,3,0,474144144,CQ Q1ABC FN42,1500,0.4,-2,-31.62,-56.5,-1.62
S1,3,0,474144144,<...> CBSAIYW6326,1859,-1.52,-27,-56.529,-56.5,-26.529
S1,3,1,1226819330,CQ Q1ABC FN42,1500,0.32,-1,-32.215,-57.5,-1.215
S1,3,2,1182452760,CQ Q1ABC FN42,1500,0.4,-1,-31.873,-57,-1.373
S1,3,3,695784695,CQ Q1ABC FN42,1500,0.32,-1,-31.873,-57,-1.373
S1,3,4,354507801,CQ Q1ABC FN42,1500,0.32,-2,-31.532,-56.5,-1.532
S1,3,5,1896505409,CQ Q1ABC FN42,1500,0.32,-1,-32.184,-57.5,-1.184
S1,3,6,813757840,CQ Q1ABC FN42,1500,0.4,-2,-32.07,-57,-1.57
S1,3,6,813757840,CQ <...>,2322,-1.36,-27,-57.157,-57,-26.657
S1,3,7,1821196806,CQ Q1ABC FN42,1500,0.4,-2,-31.532,-56.5,-1.532
S1,3,8,678280312,CQ Q1ABC FN42,1500,0.32,-2,-31.019,-56,-1.519
S1,3,8,678280312,CQ 6K9FKHSDWQY,1497,0.4,-15,-44.481,-56,-14.981
S1,3,9,1114353932,CQ Q1ABC FN42,1500,0.32,-2,-31.614,-56.5,-1.614
S1,3,10,2147293350,CQ Q1ABC FN42,1500,0.4,-1,-31.905,-57,-1.405
S1,3,11,1772385783,CQ Q1ABC FN42,1500,0.32,-1,-32.411,-57.5,-1.411
S1,3,12,303013713,CQ Q1ABC FN42,1500,0.32,-2,-32,-57,-1.5
S1,3,13,1918372202,CQ Q1ABC FN42,1500,0.32,-1,-32.272,-57.5,-1.272
S1,3,13,1918372202,CQ ZDVPYAG8S46,1497,0.4,-16,-47.272,-57.5,-16.272
S1,3,13,1918372202,<RDCTM355> <RDCTM122>/R R OO71,2884,0.96,-26,-56.595,-57.5,-25.595
S1,3,14,604913376,CQ Q1ABC FN42,1500,0.4,-1,-32.785,-58,-1.285
S1,3,14,604913376,CQ 1SUVXIXUF4,1497,0.4,-16,-47.291,-58,-15.791
S1,3,15,1143733040,CQ Q1ABC FN42,1500,0.4,-1,-31.848,-57,-1.348
S1,3,16,1004744363,CQ Q1ABC FN42,1500,0.32,-2,-31.772,-56.5,-1.772
S1,3,17,946620584,CQ Q1ABC FN42,1500,0.32,-1,-32.38,-57.5,-1.38
S1,3,18,723684540,CQ Q1ABC FN42,1500,0.32,-2,-32.576,-57.5,-1.576
S1,3,19,1359341778,CQ Q1ABC FN42,1500,0.32,-1,-31.551,-57,-1.051
S1,3,20,315127909,CQ Q1ABC FN42,1500,0.32,-2,-31.589,-56.5,-1.589
S1,3,20,315127909,CQ 5XVCLFTOJML,1497,0.32,-17,-46.646,-56.5,-16.646
S1,3,20,315127909,CQ 6J4WNW2DUUM,1497,0.4,-16,-46.019,-56.5,-16.019
S1,3,21,224318714,CQ Q1ABC FN42,1500,0.32,-1,-32.247,-57.5,-1.247
S1,3,22,834433093,CQ Q1ABC FN42,1500,0.4,-1,-31.797,-57,-1.297
S1,3,23,772918103,CQ Q1ABC FN42,1500,0.4,-1,-31.823,-57,-1.323
S1,3,24,1363536787,CQ Q1ABC FN42,1500,0.32,-1,-31.703,-57,-1.203
S1,3,25,1253774209,CQ Q1ABC FN42,1500,0.32,-1,-31.367,-56.5,-1.367
S1,3,26,449552247,CQ Q1ABC FN42,1500,0.32,-1,-31.848,-57,-1.348
S1,3,26,449552247,<...> KPK6GKWNHH8 RRR,1497,0.4,-14,-44.595,-57,-14.095
S1,3,27,285610835,CQ Q1ABC FN42,1500,0.32,-1,-31.905,-57,-1.405
S1,3,28,434659196,CQ Q1ABC FN42,1500,0.32,-1,-31.797,-57,-1.297
S1,3,29,1412262206,CQ Q1ABC FN42,1500,0.32,-1,-32.361,-57.5,-1.361
S1,3,30,1702230435,CQ Q1ABC FN42,1500,0.32,-2,-32.146,-57,-1.646
S1,3,31,2015045949,CQ Q1ABC FN42,1500,0.4,-2,-31.348,-56,-1.848
S1,3,32,1527954126,CQ Q1ABC FN42,1500,0.32,-1,-32.943,-58,-1.443
S1,3,32,1527954126,CQ 36XIV30FXWY,1497,0.32,-15,-46.38,-58,-14.88
S1,3,33,89593760,CQ Q1ABC FN42,1500,0.32,-2,-32.044,-57,-1.544
S1,3,34,209401696,CQ Q1ABC FN42,1500,0.32,-1,-32.741,-58,-1.241
S1,3,34,209401696,CQ MT71FPYHE3C,1497,0.4,-15,-46.057,-58,-14.557
S1,3,35,1132703340,CQ Q1ABC FN42,1500,0.4,-1,-31.443,-56.5,-1.443
S1,3,36,831475383,CQ Q1ABC FN42,1500,0.32,-1,-31.43,-56.5,-1.43
S1,3,36,831475383,<RDCTM05> <RDCTM485> R CB95,2297,2.48,-26,-56.981,-57,-26.481
S1,3,37,602735978,CQ Q1ABC FN42,1500,0.32,-1,-32.285,-57.5,-1.285
S1,3,38,31405793,CQ Q1ABC FN42,1500,0.32,-1,-31.772,-57,-1.272
S1,3,38,31405793,702719F91D208600DC,1522,-1.04,-22,-52.646,-57,-22.146
S1,3,39,1128603203,CQ Q1ABC FN42,1500,0.32,-2,-32.133,-57,-1.633
S1,3,40,1863582663,CQ Q1ABC FN42,1500,0.4,-1,-32.228,-57.5,-1.228
S1,3,41,1511008592,CQ Q1ABC FN42,1500,0.32,-2,-31.044,-56,-1.544
S1,3,42,371720481,CQ Q1ABC FN42,1500,0.32,-1,-32.114,-57.5,-1.114
S1,3,43,65391605,CQ Q1ABC FN42,1500,0.32,-2,-32.019,-57,-1.519
S1,3,44,91490671,CQ Q1ABC FN42,1500,0.32,-1,-31.785,-57,-1.285
S1,3,45,566456488,CQ Q1ABC FN42,1500,0.32,-1,-31.905,-57,-1.405
S1,3,46,812591571,CQ Q1ABC FN42,1500,0.32,-1,-31.329,-56.5,-1.329
S1,3,47,1207118091,CQ Q1ABC FN42,1500,0.4,-1,-32.468,-57.5,-1.468
S1,3,47,1207118091,<RDCTM671> <RDCTM344> DM72,2628,-0.72,-27,-58.23,-57.5,-27.23
S1,3,48,1298067784,CQ Q1ABC FN42,1500,0.32,-1,-31.924,-57,-1.424
S1,3,49,85277027,CQ Q1ABC FN42,1500,0.4,-1,-32.38,-57.5,-1.38
S1,3,50,228706741,CQ Q1ABC FN42,1500,0.32,-2,-31.576,-56.5,-1.576
S1,3,51,1160564141,CQ Q1ABC FN42,1500,0.32,-2,-31.646,-56.5,-1.646
S1,3,52,829221323,CQ Q1ABC FN42,1500,0.4,-1,-31.861,-57,-1.361
S1,3,52,829221323,CQ WXBLHJOYNUI,1497,0.4,-15,-45.696,-57,-15.196
S1,3,53,1082671229,CQ Q1ABC FN42,1500,0.32,-1,-31.709,-57,-1.209
S1,3,53,1082671229,3M7CNZTV+5ST9,703,-1.04,-26,-56.313,-57,-25.813
S1,3,54,605255709,CQ Q1ABC FN42,1500,0.32,-2,-32.266,-57,-1.766
S1,3,54,605255709,CQ <...>,944,-1.2,-28,-59.099,-57.5,-28.099
S1,3,55,1044543611,CQ Q1ABC FN42,1500,0.4,-1,-31.854,-57,-1.354
S1,3,56,35818518,CQ Q1ABC FN42,1500,0.4,-1,-31.892,-57,-1.392
S1,3,57,1759015576,CQ Q1ABC FN42,1500,0.4,-1,-31.759,-57,-1.259
S1,3,58,2030756186,CQ Q1ABC FN42,1500,0.32,-1,-30.962,-56,-1.462
S1,3,59,1139091002,CQ Q1ABC FN42,1500,0.32,-1,-31.766,-57,-1.266
S1,3,60,1638943131,CQ Q1ABC FN42,1500,0.32,-2,-31.544,-56.5,-1.544
S1,3,60,1638943131,<RDCTM545> <RDCTM451>/P LL25,938,2.72,-26,-56.414,-57,-25.914
S1,3,60,1638943131,<...> <RDCTM495>/P RQ24,2100,-1.52,-26,-56.174,-57,-25.674
S1,3,61,1704663373,CQ Q1ABC FN42,1500,0.32,-2,-32.601,-57.5,-1.601
S1,3,62,1677923834,CQ Q1ABC FN42,1500,0.32,-1,-31.835,-57,-1.335
S1,3,63,1011446690,CQ Q1ABC FN42,1500,0.4,-1,-31.842,-57,-1.342
S1,3,63,1011446690,CQ 50NC6RV2549,1497,0.32,-16,-46.456,-57,-15.956
S1,3,64,259425802,CQ Q1ABC FN42,1500,0.4,-1,-31.918,-57,-1.418
S1,3,65,1136602792,CQ Q1ABC FN42,1500,0.32,-1,-32.456,-57.5,-1.456
S1,3,65,1136602792,CQ 94G1FK9Z15K,1497,0.32,-15,-45.519,-57.5,-14.519
S1,3,66,1578999003,CQ Q1ABC FN42,1500,0.32,-1,-32.171,-57.5,-1.171
S1,3,66,1578999003,CQ <...>,1884,1.68,-26,-56.962,-57.5,-25.962
S1,3,67,1280045982,CQ Q1ABC FN42,1500,0.32,-2,-32.057,-57,-1.557
S1,3,68,369402693,CQ Q1ABC FN42,1500,0.32,-2,-31.759,-56.5,-1.759
S1,3,69,32365741,CQ Q1ABC FN42,1500,0.4,-1,-32.411,-57.5,-1.411
S1,3,70,387754273,CQ Q1ABC FN42,1500,0.4,-1,-31.304,-56.5,-1.304
S1,3,70,387754273,CQ 3DQE9BQCPZ0,1497,0.32,-16,-45.778,-56.5,-15.778
S1,3,71,658145162,CQ Q1ABC FN42,1500,0.32,-1,-31.696,-57,-1.196
S1,3,72,1923662147,CQ Q1ABC FN42,1500,0.32,-1,-32.373,-57.5,-1.373
S1,3,73,1688037925,CQ Q1ABC FN42,1500,0.32,-1,-31.373,-56.5,-1.373
S1,3,74,965116484,CQ Q1ABC FN42,1500,0.4,-1,-31.43,-56.5,-1.43
S1,3,75,1519789737,CQ Q1ABC FN42,1500,0.32,-2,-31.601,-56.5,-1.601
S1,3,76,469142076,CQ Q1ABC FN42,1500,0.32,-2,-32.095,-57,-1.595
S1,3,76,469142076,KK0 RH 301YBX OO70,741,-0.96,-26,-56.952,-57,-26.452
S1,3,77,839823929,CQ Q1ABC FN42,1500,0.32,-1,-31.677,-57,-1.177
S1,3,78,363434637,CQ Q1ABC FN42,1500,0.4,-2,-32.114,-57,-1.614
S1,3,79,2021329154,CQ Q1ABC FN42,1500,0.32,-1,-31.291,-56.5,-1.291
S1,3,80,951893531,CQ Q1ABC FN42,1500,0.32,-2,-31.595,-56.5,-1.595
S1,3,81,107738194,CQ Q1ABC FN42,1500,0.4,-1,-32.108,-57.5,-1.108
S1,3,81,107738194,CQ 0CHNT5WEHLX,1500,2.56,-18,-48.597,-57.5,-17.597
S1,3,82,558535989,CQ Q1ABC FN42,1500,0.32,-1,-31.797,-57,-1.297
S1,3,83,135639490,CQ Q1ABC FN42,1500,0.4,-1,-32.285,-57.5,-1.285
S1,3,84,192948214,CQ Q1ABC FN42,1500,0.32,-1,-32.266,-57.5,-1.266
S1,3,85,639580320,CQ Q1ABC FN42,1500,0.32,-1,-32.696,-58,-1.196
S1,3,86,17443545,CQ Q1ABC FN42,1500,0.32,-2,-32.222,-57,-1.722
S1,3,87,2137305699,CQ Q1ABC FN42,1500,0.32,-2,-31.563,-56.5,-1.563
S1,3,88,272603813,CQ Q1ABC FN42,1500,0.32,-2,-31.209,-56,-1.709
S1,3,89,231894274,CQ Q1ABC FN42,1500,0.32,-1,-31.418,-56.5,-1.418
S1,3,90,1972967255,CQ Q1ABC FN42,1500,0.32,-1,-31.924,-57,-1.424
S1,3,91,1573385771,CQ Q1ABC FN42,1500,0.32,-1,-31.911,-57,-1.411
S1,3,92,765722034,CQ Q1ABC FN42,1500,0.32,-1,-31.823,-57,-1.323
S1,3,93,249350063,CQ Q1ABC FN42,1500,0.32,-1,-31.867,-57,-1.367
S1,3,94,1644374091,CQ Q1ABC FN42,1500,0.32,-1,-32.475,-58,-0.975
S1,3,94,1644374091,<RDCTM79>/R <RDCTM07> MO46,2947,-1.6,-27,-58.275,-57.5,-27.275
S1,3,95,1564547135,CQ Q1ABC FN42,1500,0.4,-1,-30.981,-56,-1.481
S1,3,96,842589062,CQ Q1ABC FN42,1500,0.32,-1,-31.772,-57,-1.272
S1,3,97,1064929368,CQ Q1ABC FN42,1500,0.32,-1,-32.253,-57.5,-1.253
S1,3,98,1005990106,CQ Q1ABC FN42,1500,0.32,-1,-31.31,-56.5,-1.31
S1,3,99,456935085,CQ Q1ABC FN42,1500,0.32,-1,-31.804,-57,-1.304
S1,3,100,1352685022,CQ Q1ABC FN42,1500,0.32,-2,-31.582,-56.5,-1.582
S1,3,101,1012619942,CQ Q1ABC FN42,1500,0.4,-1,-31.652,-57,-1.152
S1,3,102,1393713801,CQ Q1ABC FN42,1500,0.32,-1,-31.854,-57,-1.354
S1,3,103,778122748,CQ Q1ABC FN42,1500,0.32,-1,-31.399,-56.5,-1.399
S1,3,104,554352916,CQ Q1ABC FN42,1500,0.32,-2,-31.557,-56.5,-1.557
S1,3,104,554352916,CQ SYX1WAAZ NT,2403,2.32,-28,-57.627,-56.5,-27.627
S1,3,105,800822947,CQ Q1ABC FN42,1500,0.4,-1,-31.633,-57,-1.133
S1,3,106,245079812,CQ Q1ABC FN42,1500,0.32,-2,-31.234,-56,-1.734
S1,3,107,329809461,CQ Q1ABC FN42,1500,0.32,-1,-31.354,-56.5,-1.354
S1,3,108,1867412714,CQ Q1ABC FN42,1500,0.32,-1,-32.576,-58,-1.076
S1,3,108,1867412714,CQ VYCOCSJM94I,2891,-0.88,-27,-57.534,-57.5,-26.534
S1,3,109,788380116,CQ Q1ABC FN42,1500,0.32,-1,-31.854,-57,-1.354
S1,3,109,788380116,CQ NK/803WS8BO,1497,0.4,-17,-47.146,-57,-16.646
S1,3,110,54549187,CQ Q1ABC FN42,1500,0.4,-1,-31.918,-57,-1.418
S1,3,111,1076627680,CQ Q1ABC FN42,1500,0.4,-1,-31.424,-56.5,-1.424
S1,3,112,263490225,CQ Q1ABC FN42,1500,0.32,-1,-32.69,-58,-1.19
S1,3,113,99059577,CQ Q1ABC FN42,1500,0.32,-1,-32.43,-57.5,-1.43
S1,3,113,99059577,CQ SW V <RDCTM409>/R R OF39,509,-1.28,-27,-57.817,-57.5,-26.817
S1,3,114,782383422,CQ Q1ABC FN42,1500,0.32,-2,-31.595,-56.5,-1.595
S1,3,115,1361816848,CQ Q1ABC FN42,1500,0.4,-1,-31.981,-57,-1.481
S1,3,116,159626864,CQ Q1ABC FN42,1500,0.32,-1,-31.443,-56.5,-1.443
S1,3,117,483939015,CQ Q1ABC FN42,1500,0.32,-1,-31.481,-56.5,-1.481
S1,3,118,797853495,CQ Q1ABC FN42,1500,0.32,-1,-31.487,-56.5,-1.487
S1,3,118,797853495,889HJJ 306IFN/R AJ67,597,-0.96,-26,-56.342,-56.5,-26.342
S1,3,119,78460340,CQ Q1ABC FN42,1500,0.4,-1,-32.304,-57.5,-1.304
S1,3,120,721252348,CQ Q1ABC FN42,1500,0.32,-1,-31.93,-57,-1.43
S1,3,121,73447716,CQ Q1ABC FN42,1500,0.32,-2,-31.709,-56.5,-1.709
S1,3,121,73447716,CQ PM8M4Z7OTI6,1497,0.32,-15,-44.601,-56.5,-14.601
S1,3,122,260473741,CQ Q1ABC FN42,1500,0.32,-1,-31.62,-57,-1.12
S1,3,123,1387944185,CQ Q1ABC FN42,1500,0.32,-1,-31.873,-57,-1.373
S1,3,124,332040422,CQ Q1ABC FN42,1500,0.32,-2,-31.639,-56.5,-1.639
S1,3,125,1096803179,CQ Q1ABC FN42,1500,0.32,-2,-32.076,-57,-1.576
S1,3,126,163079723,CQ Q1ABC FN42,1500,0.32,-1,-31.323,-56.5,-1.323
S1,3,126,163079723,<RDCTM780> F36REY/R R MH05,538,-1.44,-26,-56.371,-56.5,-26.371
S1,3,127,158951823,CQ Q1ABC FN42,1500,0.32,-1,-31.81,-57,-1.31
S1,3,128,764877167,CQ Q1ABC FN42,1500,0.32,-2,-32.652,-57.5,-1.652
S1,3,129,1450410710,CQ Q1ABC FN42,1500,0.32,-2,-31.582,-56.5,-1.582
S1,3,129,1450410710,<...> 460C/LMD5HM RR73,1228,-1.36,-27,-56.65,-56.5,-26.65
S1,3,130,1468077775,CQ Q1ABC FN42,1500,0.32,-1,-31.823,-57,-1.323
S1,3,131,1113285722,CQ Q1ABC FN42,1500,0.32,-2,-32.576,-57.5,-1.576
S1,3,132,960239072,CQ Q1ABC FN42,1500,0.32,-1,-31.728,-57,-1.228
S1,3,133,1916635491,CQ Q1ABC FN42,1500,0.4,-2,-31.557,-56.5,-1.557
S1,3,134,2015788786,CQ Q1ABC FN42,1500,0.32,-1,-32.184,-57.5,-1.184
S1,3,135,586524343,CQ Q1ABC FN42,1500,0.32,-2,-32.677,-57.5,-1.677
S1,3,136,1261181333,CQ Q1ABC FN42,1500,0.32,-1,-32.076,-57.5,-1.076
S1,3,137,687138946,CQ Q1ABC FN42,1500,0.4,-2,-31.506,-56.5,-1.506
S1,3,138,540615805,CQ Q1ABC FN42,1500,0.32,-1,-31.703,-57,-1.203
S1,3,139,1851462555,CQ Q1ABC FN42,1500,0.32,-1,-31.81,-57,-1.31
S1,3,140,1281036727,CQ Q1ABC FN42,1500,0.4,-2,-31.614,-56.5,-1.614
S1,3,141,1240355506,CQ Q1ABC FN42,1500,0.32,-1,-31.487,-56.5,-1.487
S1,3,142,2056700884,CQ Q1ABC FN42,1500,0.32,-2,-32.139,-57,-1.639
S1,3,143,1514704030,CQ Q1ABC FN42,1500,0.32,-1,-31.785,-57,-1.285
S1,3,144,1334633342,CQ Q1ABC FN42,1500,0.4,-2,-32.013,-57,-1.513
S1,3,145,1172069726,CQ Q1ABC FN42,1500,0.32,-2,-31.696,-56.5,-1.696
S1,3,146,1682038689,CQ Q1ABC FN42,1500,0.4,-1,-31.867,-57,-1.367
S1,3,147,1928152518,CQ Q1ABC FN42,1500,0.4,-2,-32.076,-57,-1.576
S1,3,148,1003119672,CQ Q1ABC FN42,1500,0.32,-2,-31.734,-56.5,-1.734
S1,3,149,1844181765,CQ Q1ABC FN42,1500,0.32,-2,-32.576,-57.5,-1.576
S1,3,150,741643112,CQ Q1ABC FN42,1500,0.4,-1,-31.886,-57,-1.386
S1,3,151,257263767,CQ Q1ABC FN42,1500,0.32,-1,-31.911,-57,-1.411
S1,3,152,1282701998,CQ Q1ABC FN42,1500,0.32,-2,-32.133,-57,-1.633
S1,3,153,1040226191,CQ Q1ABC FN42,1500,0.32,-1,-32.278,-57.5,-1.278
S1,3,154,1854686099,CQ Q1ABC FN42,1500,0.32,-1,-31.785,-57,-1.285
S1,3,155,1144347223,CQ Q1ABC FN42,1500,0.4,-1,-31.981,-57,-1.481
S1,3,156,1534393595,CQ Q1ABC FN42,1500,0.32,-1,-31.316,-56.5,-1.316
S1,3,157,2125855078,CQ Q1ABC FN42,1500,0.32,-1,-31.829,-57,-1.329
S1,3,158,349139055,CQ Q1ABC FN42,1500,0.32,-1,-31.81,-57,-1.31
S1,3,158,349139055,CQ 9ZOZUBQKHTR,1497,0.32,-15,-45.006,-57,-14.506
S1,3,158,349139055,VNVSGNCSBR <...> RR73,369,-1.6,-27,-57.312,-57,-26.812
S1,3,159,823579830,CQ Q1ABC FN42,1500,0.32,-2,-32.006,-57,-1.506
S1,3,160,2134132797,CQ Q1ABC FN42,1500,0.32,-1,-31.443,-56.5,-1.443
S1,3,161,1083947815,CQ Q1ABC FN42,1500,0.4,-2,-32.203,-57,-1.703
S1,3,162,1127998104,CQ Q1ABC FN42,1500,0.32,-2,-31.608,-56.5,-1.608
S1,3,163,1979276489,CQ Q1ABC FN42,1500,0.32,-1,-31.247,-56.5,-1.247
S1,3,164,581206508,CQ Q1ABC FN42,1500,0.32,-1,-32.696,-58,-1.196
S1,3,165,1222971649,CQ Q1ABC FN42,1500,0.32,-2,-32.063,-57,-1.563
S1,3,166,1873291809,CQ Q1ABC FN42,1500,0.32,-1,-32.608,-58,-1.108
S1,3,167,1372630351,CQ Q1ABC FN42,1500,0.32,-1,-31.823,-57,-1.323
S1,3,168,2102200184,CQ Q1ABC FN42,1500,0.4,-1,-32.975,-58,-1.475
S1,3,169,551287014,CQ Q1ABC FN42,1500,0.32,-2,-32.253,-57,-1.753
S1,3,170,809818831,CQ Q1ABC FN42,1500,0.4,-2,-32.133,-57,-1.633
S1,3,170,809818831,CQ <...>,1097,2.8,-26,-57.033,-57.5,-26.033
S1,3,171,170502369,CQ Q1ABC FN42,1500,0.32,-1,-31.911,-57,-1.411
S1,3,171,170502369,Q95PRE/P <RDCTM593> BF07,2041,0.08,-27,-57.658,-57,-27.158
S1,3,172,1599911780,CQ Q1ABC FN42,1500,0.32,-2,-31.665,-56.5,-1.665
S1,3,172,1599911780,CQ 3MTJ9 <RDCTM558>,1497,0.32,-16,-46.5,-57,-16
S1,3,173,1933080926,CQ Q1ABC FN42,1500,0.32,-2,-32.044,-57,-1.544
S1,3,174,1514801236,CQ Q1ABC FN42,1500,0.32,-1,-31.633,-57,-1.133
S1,3,175,1234138707,CQ Q1ABC FN42,1500,0.32,-1,-32.797,-58,-1.297
S1,3,175,1234138707,CQ IF Q2LN/VSA,550,-1.04,-27,-58.264,-58,-26.764
S1,3,176,798920408,CQ Q1ABC FN42,1500,0.32,-1,-31.342,-56.5,-1.342
S1,3,176,798920408,CQ BFB9VGMX8VR,1497,0.4,-15,-44.873,-56.5,-14.873
S1,3,177,231696328,CQ Q1ABC FN42,1500,0.32,-1,-31.797,-57,-1.297
S1,3,178,1297473259,CQ Q1ABC FN42,1500,0.4,-1,-32.044,-57.5,-1.044
S1,3,178,1297473259,<RDCTM320> <RDCTM503>/R R AC81,1488,0.96,-17,-48.348,-57.5,-17.348
S1,3,179,1580340337,CQ Q1ABC FN42,1500,0.32,-2,-32.253,-57,-1.753
S1,3,180,510877846,CQ Q1ABC FN42,1500,0.4,-2,-32.196,-57,-1.696
S1,3,181,785534655,CQ Q1ABC FN42,1500,0.32,-1,-32.468,-57.5,-1.468
S1,3,182,1201494197,CQ Q1ABC FN42,1500,0.32,-2,-31.601,-56.5,-1.601
S1,3,183,767851883,CQ Q1ABC FN42,1500,0.32,-1,-31.816,-57,-1.316
S1,3,184,708800425,CQ Q1ABC FN42,1500,0.4,-1,-32.215,-57.5,-1.215
S1,3,185,828352101,CQ Q1ABC FN42,1500,0.32,-1,-31.367,-56.5,-1.367
S1,3,186,939261064,CQ Q1ABC FN42,1500,0.32,-1,-31.443,-56.5,-1.443
S1,3,186,939261064,<RDCTM455>/P 647HWT/P AP08,1522,-1.04,-23,-52.688,-56.5,-22.688
S1,3,187,993778500,CQ Q1ABC FN42,1500,0.32,-2,-31.759,-56.5,-1.759
S1,3,188,481799497,CQ Q1ABC FN42,1500,0.4,-2,-33.108,-58,-1.608
S1,3,189,2113966340,CQ Q1ABC FN42,1500,0.32,-2,-32.051,-57,-1.551
S1,3,189,2113966340,CQ 8ANNKVPPK9V,1497,0.32,-16,-46.551,-57,-16.051
S1,3,190,1124330637,CQ Q1ABC FN42,1500,0.32,-2,-32.013,-57,-1.513
S1,3,190,1124330637,CQ <RDCTM71>/AG7,559,-1.04,-25,-55.785,-57,-25.285
S1,3,191,1160472539,CQ Q1ABC FN42,1500,0.32,-1,-31.753,-57,-1.253
S1,3,192,1621621176,CQ Q1ABC FN42,1500,0.32,-1,-31.918,-57,-1.418
S1,3,193,527717312,CQ Q1ABC FN42,1500,0.32,-2,-32.519,-57.5,-1.519
