scenario,part,trial,seed,message,freq_hz,dt_s,reported_snr_db,signal_db,local_noise_db,reconstructed_snr_db
S5,1,1054,1401068228,<RDCTR87> <RDCTR230>/P R JP85,1894,-0.16,-27,-57.026,-57,-26.526
S5,1,1069,1334886037,IOF9LMRO0Z7 <...> RRR,447,-0.96,-27,-57.082,-57,-26.582
S5,1,1073,687253101,00A35DB9D8CD5198AA,281,-1.44,-27,-58.357,-57.5,-27.357
S5,1,1076,130909245,<RDCTR236> T69QZR/R R RH67,2009,-1.04,-26,-55.896,-56.5,-25.896
S5,1,1077,123928230,<RDCTR339>/R X82CQY MM17,972,-1.04,-26,-57.285,-57.5,-26.285
S5,1,1106,226528804,<RDCTR160> W/P E44GNF BA84,309,2.88,-26,-56.4,-56.5,-26.4
S5,1,1119,666110403,CQ K KK2AUH5DE,2359,-1.36,-27,-57.25,-57,-26.75
S5,1,1124,522230267,G A8S1Y4GKNXT,1303,2.72,-27,-57.408,-57,-26.908
S5,1,1140,208440094,<RDCTR333> <RDCTR27>/R OB73,1713,2.56,-26,-56.117,-57,-25.617
S5,1,1149,462416162,<RDCTR08>/P <RDCTR197> JB00,1850,2.8,-27,-57.52,-57,-27.02
S5,1,1167,1025793766,053A5DAD1CA8826A37,1322,-0.88,-25,-55.473,-56.5,-25.473
S5,1,1169,566234661,<RDCTR09> <RDCTR263> AM60,334,2.88,-27,-57.387,-56.5,-27.387
S5,1,1182,1574414791,CQ I79XORZWQX1,1719,-1.36,-27,-58.414,-57.5,-27.414
S5,1,1184,301256952,<RDCTR283> N/R <RDCTR357>/R HI20,747,-0.8,-26,-56.115,-56.5,-26.115
S5,1,1185,1269846185,<RDCTR122> <RDCTR221>/R AB83,2894,1.52,-28,-57.158,-56,-27.658
S5,1,1191,2103176501,0009EBA11117125AD6,1422,-1.6,-26,-56.435,-57,-25.935
S5,1,1201,1169745730,<RDCTR297>/R <RDCTR102> R PI12,2291,-0.88,-27,-57.342,-56.5,-27.342
S5,1,1209,2012615307,<...> FMPSFF3LSS3 RRR,2525,-0.88,-26,-56.767,-57,-26.267
S5,1,120,793106652,<RDCTR49>/R <RDCTR208> R LQ27,1178,-1.04,-27,-57.174,-57,-26.674
S5,1,1211,1914978139,CQ ZA5KNM3W8HN,1125,-1.04,-27,-56.611,-56.5,-26.611
S5,1,1231,193852146,CQ EUQY <RDCTR40>/R R KG33,1425,-1.52,-27,-56.884,-56.5,-26.884
S5,1,1231,193852146,<RDCTR277> <RDCTR327>/P +<6,2153,-0.88,-26,-56.308,-56.5,-26.308
S5,1,1232,199008595,<...> J3L1/RM7CK6 RR73,878,2,-26,-56.715,-57,-26.215
S5,1,1235,350662640,<...> LMZP0VELHAX,550,-1.2,-26,-57.472,-57.5,-26.472
S5,1,1246,378756224,<RDCTR246>/R <RDCTR189>/R NC26,1966,-0.88,-27,-57.151,-57,-26.651
S5,1,1261,515474318,<RDCTR201> <RDCTR68> R LN47,1100,-1.04,-28,-58.222,-57,-27.722
S5,1,1262,359889653,<RDCTR324>/R <RDCTR108> NF37,2778,2.56,-26,-57.935,-58.5,-25.935
S5,1,1267,658213231,<RDCTR88>/P <RDCTR215> KL59,228,-1.04,-26,-56.646,-57,-26.146
S5,1,1268,1396743950,<RDCTR329>/P E85FBB/P EB23,584,-0.8,-27,-57.209,-57,-26.709
S5,1,1292,1256594922,<RDCTR288> 222KFV AO14,1175,-0.88,-27,-57.486,-56.5,-27.486
S5,1,1295,531966,<RDCTR80>/P P78XYB/P KQ52,2116,-1.2,-27,-56.739,-56,-27.239
S5,1,1319,1391230680,<RDCTR39>/R <RDCTR294> AN03,300,-1.04,-27,-57.16,-57,-26.66
S5,1,1319,1391230680,267LHY <RDCTR241>/R FJ14,2525,-0.4,-26,-56.599,-57,-26.099
S5,1,1320,851623244,<RDCTR296>/P <RDCTR172> J/P EL70,1591,-1.04,-28,-57.104,-56,-27.604
S5,1,1327,2004385652,<...> <RDCTR18>/P R HI23,2650,-1.36,-26,-57.45,-57.5,-26.45
S5,1,135,1366890650,L52SKQ <RDCTR290> R LO40,559,-0.88,-26,-56.103,-56.5,-26.103
S5,1,1374,8494521,06M5Z9ABCTJ <...>,706,-0.88,-27,-57.13,-57,-26.63
S5,1,1376,769961532,<RDCTR202> <RDCTR320> LG87,1872,3.12,-27,-57.75,-57.5,-26.75
S5,1,1394,216597465,/CG.JO-EX9?PK,1481,-1.44,-26,-57.75,-58,-26.25
S5,1,1402,1608418051,0E830FD54C0414E9CC,681,-1.2,-27,-56.556,-56,-27.056
S5,1,1410,991108060,<...> ZEVVGBOD39R,2941,-1.52,-27,-57.891,-57,-27.391
S5,1,1411,505344313,Q7ZCQ 380GZY NE50,1463,2.64,-27,-57.032,-56.5,-27.032
S5,1,1428,637030279,<RDCTR287> <RDCTR94> R RR73,2322,-0.24,-27,-57.331,-57,-26.831
S5,1,1448,586480457,3P3XESG9NE1 <<RDCTR217>>,263,-1.2,-27,-57.085,-57,-26.585
S5,1,1464,1650274785,<RDCTR222> <RDCTR156> EE66,1869,-1.12,-27,-56.708,-56.5,-26.708
S5,1,1520,16078408,<RDCTR322> <RDCTR253>/P CN88,1119,2.88,-26,-55.86,-56.5,-25.86
S5,1,1535,1313388036,L9WIRLE5IQ9 <...> RRR,275,-1.6,-26,-57.254,-57.5,-26.254
S5,1,1545,1491307539,<RDCTR345>/P <RDCTR125>/P +H5,1350,-0.08,-27,-56.872,-56.5,-26.872
S5,1,1546,553964523,<...> <RDCTR21>/R PO95,2088,-1.44,-27,-57.671,-57,-27.171
S5,1,1550,100882028,197HRX/P <RDCTR195> MA60,738,-1.2,-28,-58.585,-57.5,-27.585
S5,1,1553,1955797631,1G6 OY K76ALA KK62,506,-1.2,-26,-56.148,-56.5,-26.148
S5,1,156,1840466518,CQ SAGW <RDCTR19> R KE12,2350,-1.6,-27,-56.565,-56.5,-26.565
S5,1,1572,384290406,4UNEGLD204N <...>,1200,-0.56,-27,-57.067,-57,-26.567
S5,1,1577,333982551,<...> O/<RDCTR116> FB RRR,2553,-0.64,-26,-56.3,-56.5,-26.3
S5,1,1592,1048751438,73A1TASZFQ <...>,269,2.4,-28,-58.34,-56.5,-28.34
S5,1,1594,682067560,CQ <Z23KF/R>,1322,0.8,-26,-56.152,-57,-25.652
S5,1,1610,377574892,<...> <RDCTR301> R AN25,1731,-1.36,-26,-57.214,-57.5,-26.214
S5,1,1612,1416475312,<RDCTR227>/P <RDCTR302>/P PO95,1000,1.76,-26,-56.082,-56.5,-26.082
S5,1,161,1170469774,002EA8481CB2C00E4D,969,-1.52,-27,-57.79,-57.5,-26.79
S5,1,1620,669356267,32XKG/P <RDCTR51>/P JI64,2938,2.72,-26,-57.454,-57.5,-26.454
S5,1,1628,1399017183,.<RDCTR132>.+0 ?GU,1316,-1.2,-26,-55.986,-56,-26.486
S5,1,1635,1342727128,CQ <...>,1216,-1.36,-26,-55.629,-56.5,-25.629
S5,1,1640,1241012328,023 DL/P <RDCTR164> O CO96,928,-0.96,-26,-56.733,-57,-26.233
S5,1,1641,540864918,CQ VTTX <RDCTR28> KN81,1600,-1.44,-28,-58.171,-56.5,-28.171
S5,1,1661,1993089701,<RDCTR144> D10DDW/R R DN86,2616,-1.28,-27,-57.676,-57,-27.176
S5,1,1670,1548117048,L25NWB/P <RDCTR258> CG02,1497,-1.28,-26,-56.056,-56.5,-26.056
S5,1,1675,990806092,<RDCTR267> <RDCTR315> R FL30,2375,2.64,-27,-56.006,-56,-26.506
S5,1,1677,1457892473,<RDCTR25> <RDCTR89> EH18,269,1.84,-26,-56.418,-56.5,-26.418
S5,1,1685,236803810,CQ RSMY <RDCTR103>/R GQ89,753,-1.6,-27,-56.703,-56,-27.203
S5,1,1697,1055880711,<RDCTR342>/P <RDCTR73> R AQ77,584,-1.28,-27,-56.754,-56.5,-26.754
S5,1,1710,312463294,G00B W D04 ZC R HG78,1238,0.08,-25,-56.494,-57.5,-25.494
S5,1,1711,1689793809,<...> <RDCTR232> KN40,2456,-1.44,-27,-57.007,-57,-26.507
S5,1,1717,2064964936,<RDCTR22> <RDCTR35>/R HQ04,1978,-0.72,-26,-56.899,-57,-26.399
S5,1,1734,2125329482,<RDCTR150>/R <RDCTR176>/R KL04,1222,-0.8,-27,-57.047,-57,-26.547
S5,1,1734,2125329482,CQ GXD13RZ2N9U,269,-0.08,-27,-57.237,-56.5,-27.237
S5,1,1739,444972584,N21 KJ EU2 KD/R R DK80,266,-0.96,-26,-55.507,-56,-26.007
S5,1,1767,1868378451,<...> VSPJDO9ZX8C RRR,2369,0.24,-26,-56.114,-56.5,-26.114
S5,1,1768,271819923,<RDCTR259>/R S17TEE R KD88,1806,-0.72,-26,-56.831,-57,-26.331
S5,1,1783,1827074555,<6U0G0189TTE> VQOYCQKVDL7 RR73,1175,-0.88,-27,-57.034,-56.5,-27.034
S5,1,1810,1737215455,P 0D- Q39+8U8,1609,-1.04,-27,-56.785,-56.5,-26.785
S5,1,1814,2127297219,CQ <...>,2906,-1.12,-26,-56.722,-57.5,-25.722
S5,1,1817,1938612748,CQ <...>,1675,-1.36,-27,-56.436,-56,-26.936
S5,1,181,959354582,CQ 65JAN8MBA5,600,-0.8,-26,-56.865,-57,-26.365
S5,1,1826,1096155418,5ICF/<RDCTR110> <...> RR73,2866,-1.12,-27,-56.91,-56.5,-26.91
S5,1,1831,530341373,Y?FEGOA L WZM,2953,-0.32,-27,-57.344,-57,-26.844
S5,1,1838,782768518,<RDCTR299>/R <RDCTR175>/R AC37,2188,-1.2,-28,-58.225,-57,-27.725
S5,1,1851,596386101,020DA5CC36F0B091B2,1191,-1.6,-26,-56.348,-56.5,-26.348
S5,1,1865,1677798052,CQ <A4 DY/P>,928,2.48,-27,-56.212,-56,-26.712
S5,1,1866,2078445186,CQ 49SS6CV OFH,2384,2.96,-27,-56.927,-56.5,-26.927
S5,1,1877,790136190,CQ 5Y5TH2IV370,2156,-1.6,-28,-57.826,-56.5,-27.826
S5,1,1878,1389276255,<...> <RDCTR142>/P R BA96,2859,-1.44,-27,-58.543,-58,-27.043
S5,1,1881,863047108,CQ <...>,2494,-0.24,-27,-57.448,-57,-26.948
S5,1,1898,1802043446,CQ VVQQ <RDCTR120>/R AF79,1431,-1.52,-26,-56.928,-57,-26.428
S5,1,1901,107552393,<RDCTR04> W55NGV LG59,1291,-1.04,-27,-57.292,-57,-26.792
S5,1,1903,1471765288,<...> 46/R O/<RDCTR335> RRR,2278,-0.48,-27,-57.079,-56.5,-27.079
S5,1,1908,1089530479,CQ BDVD <RDCTR271>/P AP50,2503,-1.6,-27,-56.138,-56,-26.638
S5,1,1919,155289147,1AND8LHMDC8 <...> RRR,1903,-1.6,-27,-56.681,-56.5,-26.681
S5,1,1924,1846758639,<...> M38CFF/R GK50,2691,-1.44,-27,-57.486,-57,-26.986
S5,1,1927,157613419,<...> I0VLI765A5 73,950,-0.72,-26,-56.48,-56.5,-26.48
S5,1,1928,190290455,<RDCTR331>/P <...> BA46,1506,-0.56,-27,-56.927,-56.5,-26.927
S5,1,1939,911333611,<RDCTR43>/R <RDCTR306>/R R ML82,2528,2.88,-27,-56.827,-56,-27.327
S5,1,1955,294118597,<RDCTR321>/R L29IMH/R ID37,1431,3.04,-27,-57.182,-56.5,-27.182
S5,1,1960,647048736,CQ <...>,2950,-0.4,-26,-56.033,-57,-25.533
S5,1,1972,1703035781,<...> <RDCTR254>/P R OB53,2238,-1.52,-26,-56.362,-56.5,-26.362
S5,1,1981,566091100,<RDCTR228>/P <RDCTR70>/P R AM47,359,-1.52,-27,-57.906,-57,-27.406
S5,1,1992,1907503742,<...> KB 85DR0/D3 RR73,1500,-1.44,-27,-57.229,-57,-26.729
S5,1,1994,1073274968,3AMEYYRDN/N <...>,1372,2.8,-27,-57.375,-57,-26.875
S5,1,1998,506838035,027GAW I01RSJ R OQ15,2538,3.12,-26,-56.682,-57,-26.182
S5,1,1999,350636404,<RDCTR78> <RDCTR298>/P QC18,931,-0.88,-27,-57.884,-57,-27.384
S5,1,1999,350636404,4GDAYOJ9.1WR,1428,-1.36,-26,-56.9,-57.5,-25.9
S5,1,199,54186083,<...> 047 EB/P FH31,969,-1.36,-27,-56.936,-56.5,-26.936
S5,1,200,921156850,72AECAE71860503E4A,284,-0.96,-26,-56.973,-57,-26.473
S5,1,227,608319791,<RDCTR26>/P <RDCTR319> R FB61,2600,-1.12,-27,-56.549,-56.5,-26.549
S5,1,240,323343319,<...> EI89ALDOP1H RR73,628,-1.12,-27,-57.806,-57,-27.306
S5,1,260,525744210,<RDCTR218> <RDCTR115> R RF31,2166,0.72,-26,-55.734,-56.5,-25.734
S5,1,262,363743506,PN5 KR 3XQ1VKZ FJ03,2638,-0.56,-26,-56.32,-56.5,-26.32
S5,1,291,1896733631,CQ Q1/94NJ0E/C,641,-0.48,-27,-57.112,-56.5,-27.112
S5,1,309,136641776,<RDCTR29> <RDCTR336>/P DQ12,2459,-1.04,-27,-57.417,-57,-26.917
S5,1,311,392060245,00889EA121C0D879A5,2828,-1.6,-27,-57.275,-56.5,-27.275
S5,1,326,1010307951,<RDCTR194>/R <RDCTR59>/R EL66,1003,-0.96,-26,-56.452,-56.5,-26.452
S5,1,337,1235446271,K19YRG G82ZSW OM39,1678,-1.04,-26,-55.861,-56.5,-25.861
S5,1,350,1292625329,<RDCTR210>/P 0D2  Q/P HD88,884,-1.12,-26,-56.938,-57,-26.438
S5,1,357,1369875282,<RDCTR249> <RDCTR355> EO92,953,-0.88,-26,-56.082,-56.5,-26.082
S5,1,358,1207145307,CQ <RDCTR58> S3LP40G,2813,-0.96,-27,-57.342,-56.5,-27.342
S5,1,363,1779183840,KH0-SH1?7O1G7,2463,2.88,-26,-56.933,-57,-26.433
S5,1,383,257743438,18PDT/P <RDCTR224> R LR11,1797,-1.2,-27,-57.535,-57,-27.035
S5,1,384,561710837,<RDCTR05> <RDCTR62>/P BE92,2784,-0.96,-26,-56.11,-56.5,-26.11
S5,1,414,1191158230,<RDCTR265>/R <RDCTR81>/R R CO44,2331,-1.12,-27,-57.257,-56.5,-27.257
S5,1,432,1294475988,010JAO <RDCTR36> R HH39,1553,-1.2,-27,-57.662,-57.5,-26.662
S5,1,437,1219062889,45D69485E0B8CA5053,869,1.12,-26,-57.013,-57.5,-26.013
S5,1,461,1776815615,<RDCTR126>/R <RDCTR83>/R R MR05,2306,2.32,-26,-55.835,-56.5,-25.835
S5,1,465,1315844762,<RDCTR231>/R C10UIU R DM27,831,-1.12,-26,-56.396,-56.5,-26.396
S5,1,494,2144378999,<...> M40SEA R MR31,2763,-1.36,-27,-57.793,-57,-27.293
S5,1,516,704092934,GOK141Y7U8L <...> RR73,1481,-1.2,-27,-56.549,-56.5,-26.549
S5,1,524,279668454,CQ <...>,2456,-1.44,-28,-58.421,-57,-27.921
S5,1,525,1536906508,VOFZ TBB3-UW8,297,-1.04,-27,-57.625,-57,-27.125
S5,1,526,1773122300,4E.5Y2+9+<RDCTR216>,972,2.88,-26,-57.713,-58,-26.213
S5,1,528,151718493,71B0E60E60182A3FD8,1091,2.48,-27,-57.006,-57,-26.506
S5,1,551,2020029898,<...> <RDCTR66> R EH88,1316,-1.2,-26,-56.12,-57,-25.62
S5,1,553,194668023,<RDCTR57> J09AED/R R AN19,1441,-1.12,-28,-58.389,-57,-27.889
S5,1,559,1355385174,<RDCTR184> <RDCTR310> OK46,2369,-0.48,-27,-56.993,-56.5,-26.993
S5,1,573,920752745,<RDCTR123> <RDCTR38>/P GC17,2247,-1.2,-26,-56.88,-57,-26.38
S5,1,574,950508426,<RDCTR307>/R <RDCTR272> HL78,2334,3.04,-27,-56.804,-56.5,-26.804
S5,1,582,2134326941,<RDCTR281> L <RDCTR91> BN41,963,-1.28,-27,-56.606,-56,-27.106
S5,1,583,1351309713,<RDCTR291>/P J50ESU AP94,2466,-1.12,-26,-57.382,-58,-25.882
S5,1,585,303550254,I00BDU S15MIV OC12,1278,-0.88,-26,-56.055,-57,-25.555
S5,1,593,1062087218,<...> 3EHJ6JU8HQD 73,1313,-1.52,-28,-58.5,-57.5,-27.5
S5,1,611,166936351,<RDCTR196> <RDCTR214> OC69,2803,-0.88,-27,-56.527,-56.5,-26.527
S5,1,615,1014585996,<RDCTR85>/P Z43NIM AC40,506,2.96,-25,-55.813,-57,-25.313
S5,1,631,144939626,VCLUCLM5YSN <...> 73,550,3.12,-26,-57.02,-57.5,-26.02
S5,1,632,62855505,<RDCTR170> <RDCTR318>/R CH86,1722,2.32,-26,-56.184,-57,-25.684
S5,1,644,389314909,<...> PJEQM5C/DRN RRR,1303,3.04,-27,-57.365,-56.5,-27.365
S5,1,655,1379245314,<...> 1/<RDCTR182>/ZQF RRR,2528,-0.64,-27,-57.32,-57,-26.82
S5,1,663,1411727344,<RDCTR153> 141XWX R MN52,306,-0.64,-28,-57.507,-56.5,-27.507
S5,1,667,1611644870,<...> 0DBUMTC5XE4,2691,-0.24,-26,-56.039,-56.5,-26.039
S5,1,670,1696372464,F96TKC/P <RDCTR261> R KC00,203,-1.04,-27,-56.84,-56.5,-26.84
S5,1,681,92476089,<...> X9EFMRBW53 RRR,1900,-0.96,-27,-56.966,-56.5,-26.966
S5,1,689,1390079512,S9IC2YMWJ05 <...>,1356,2.8,-27,-57.053,-56.5,-27.053
S5,1,696,29643587,CQ <<RDCTR20>/P>,456,-0.96,-27,-57.562,-57,-27.062
S5,1,707,1316839826,<RDCTR180>/R <...> GP85,2419,0,-27,-57.975,-57,-27.475
S5,1,712,66174085,<RDCTR190> <RDCTR207> R PL31,822,-0.88,-27,-57.103,-56.5,-27.103
S5,1,713,1296207395,CQ <...>,916,-1.2,-27,-56.789,-56.5,-26.789
S5,1,716,651837493,328SQJ/R R22VLD R IB78,1956,-1.44,-26,-56.786,-57.5,-25.786
S5,1,726,269911085,KVQ QEEU3KHH-,1856,2.88,-27,-57.02,-56.5,-27.02
S5,1,734,384269520,CQ PZC0CXWT5L4,2125,1.6,-27,-57.627,-57,-27.127
S5,1,736,487269408,CQ QFGQ <RDCTR206>/P R BB62,1484,-1.52,-27,-57.217,-56.5,-27.217
S5,1,752,2100043229,<RDCTR111>/P <RDCTR104> R QQ28,1438,2.08,-27,-56.715,-56.5,-26.715
S5,1,755,688964276,B82IWE/R <RDCTR69> QA33,1472,2.72,-26,-56.158,-56.5,-26.158
S5,1,764,343226925,<...> <RDCTR128> KR91,2125,-1.12,-27,-56.833,-56.5,-26.833
S5,1,766,257136898,<RDCTR270> 223FIC/R R LK12,2188,-0.4,-26,-56.382,-56.5,-26.382
S5,1,771,598224247,29E/JEEL5WO <...> 73,781,-0.56,-27,-57.08,-56.5,-27.08
S5,1,773,7839161,CQ <...>,1709,3.12,-27,-56.588,-56,-27.088
S5,1,775,954000426,<RDCTR275>/R N38CNK/R R QQ65,2100,-1.12,-26,-56.125,-56.5,-26.125
S5,1,790,765079184,CQ <...>,931,-0.96,-26,-57.301,-57.5,-26.301
S5,1,793,969086052,<RDCTR198>/R <RDCTR65>/R R OJ60,456,-0.88,-26,-56.637,-57,-26.137
S5,1,797,1169400181,<RDCTR30> <RDCTR02> R RR92,2388,2,-26,-56.797,-57.5,-25.797
S5,1,798,111861776,<RDCTR93> <RDCTR114>/R R HJ64,2247,-0.48,-27,-56.961,-56.5,-26.961
S5,1,799,2142569813,CQ <...>,2316,1.68,-26,-55.886,-56.5,-25.886
S5,1,799,2142569813,<...> <RDCTR97> FQ84,1694,1.76,-25,-55.449,-56.5,-25.449
S5,1,801,2020643351,<RDCTR106> <RDCTR55> FH74,919,-1.12,-27,-57.875,-57,-27.375
S5,1,813,1035197673,01BD28CC2F5201E0A8,2416,-1.44,-26,-57.414,-57.5,-26.414
S5,1,825,1494110823,<RDCTR117> 403UUJ/P PQ26,1963,-1.12,-27,-57.75,-57,-27.25
S5,1,826,30429656,672KYV/R H17R W R QN18,1978,2.88,-27,-57.267,-56.5,-27.267
S5,1,837,2072505885,CQ VHVR <RDCTR143> MA43,2444,-1.52,-27,-57.058,-56.5,-27.058
S5,1,854,749257105,<RDCTR63> 200 ZF/R R ED49,2469,0.56,-26,-56.962,-57.5,-25.962
S5,1,863,1014084028,CQ Z4OC1ETOY/T,2194,1.2,-27,-57.62,-57.5,-26.62
S5,1,876,144564974,<RDCTR220> <RDCTR50> R KM03,2278,-1.12,-27,-57.174,-57,-26.674
S5,1,888,3898368,<RDCTR23> <RDCTR276> HA80,2266,-0.88,-27,-57.247,-57,-26.747
S5,1,907,1790133234,CQ H8UQ55NQQOF,1309,-1.12,-26,-55.958,-56.5,-25.958
S5,1,909,1518148575,<...> <RDCTR77> R BC82,875,-1.44,-27,-57.279,-57,-26.779
S5,1,915,871066083,<...> 3XL6SNP/R R AA84,2656,-1.44,-28,-57.457,-56,-27.957
S5,1,920,1886079897,CQ VSDY4AAONNO,1791,0.72,-26,-56.677,-57,-26.177
S5,1,935,35156081,141B72050314C64028,1447,-0.8,-27,-57.291,-57,-26.791
S5,1,953,1859299757,CQ CDGHTQ0SYTG,753,-0.88,-26,-55.747,-56.5,-25.747
S5,1,958,659935075,K61AMV/R <RDCTR237>/R R HL86,200,1.84,-26,-56.07,-56.5,-26.07
S5,1,961,2086278194,<RDCTR340> X I06EQQ R NN94,1697,-1.36,-27,-57.4,-56.5,-27.4
S5,1,966,1630756117,CQ KW2IS7I/ZD,2266,0,-26,-56.487,-57,-25.987
S5,1,971,2068754701,<RDCTR155> <RDCTR353> HH94,2003,-1.04,-26,-56.306,-56.5,-26.306
S5,1,980,1956972912,CQ WL 18DXNIG5,478,-1.12,-27,-57.694,-57,-27.194
S5,1,980,1956972912,CQ JCEN <RDCTR03> ML73,1044,-1.6,-27,-57.341,-57,-26.841
