scenario_id,part_index,trial_index,seed,true_snr_db,true_dt_s,true_freq_hz,message_text,cycle_utc
S1,0,0,913544046,-24,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:23:30Z
S1,0,1,68344610,-24,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:23:45Z
S1,0,2,205210819,-24,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:24:00Z
S1,1,0,1915168523,-21,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:24:15Z
S1,1,1,1105300121,-21,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:24:30Z
S1,1,2,1345625016,-21,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:25:00Z
S1,2,0,1491760006,-18,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:25:15Z
S1,2,1,546635023,-18,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:25:30Z
S1,2,2,714902369,-18,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:25:45Z
S1,3,0,474144144,-15,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:26:00Z
S1,3,1,1226819330,-15,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:26:30Z
S1,3,2,1182452760,-15,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:26:45Z
S1,4,0,184630235,-12,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:27:00Z
S1,4,1,792672454,-12,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:27:15Z
S1,4,2,2116022063,-12,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:27:30Z
S1,5,0,528655056,-9,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:28:00Z
S1,5,1,108725431,-9,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:28:15Z
S1,5,2,2006277236,-9,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:28:30Z
S1,6,0,147152921,-6,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:28:45Z
S1,6,1,1953053430,-6,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:29:00Z
S1,6,2,147567551,-6,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:29:30Z
S1,7,0,1402667823,-3,0.2,1500,CQ Q1ABC FN42,2026-06-06T12:29:45Z
