scenario_id,part_index,trial_index,seed,true_snr_db,true_dt_s,true_freq_hz,message_text,cycle_utc
S5,0,0,1561858501,-20,0.0,,,2026-06-20T20:50:15Z
S5,0,1,960283802,-20,0.0,,,2026-06-20T20:50:30Z
S5,0,2,892021093,-20,0.0,,,2026-06-20T20:50:45Z
S5,0,3,1972790602,-20,0.0,,,2026-06-20T20:51:00Z
S5,0,4,522357441,-20,0.0,,,2026-06-20T20:51:15Z
S5,0,5,434100809,-20,0.0,,,2026-06-20T20:51:30Z
S5,0,6,1987541040,-20,0.0,,,2026-06-20T20:51:45Z
S5,0,7,1550731733,-20,0.0,,,2026-06-20T20:52:15Z
S5,0,8,978267978,-20,0.0,,,2026-06-20T20:52:30Z
S5,0,9,1361001477,-20,0.0,,,2026-06-20T20:52:45Z
S5,0,10,1672796167,-20,0.0,,,2026-06-20T20:53:00Z
S5,0,11,363339928,-20,0.0,,,2026-06-20T20:53:15Z
S5,0,12,920581965,-20,0.0,,,2026-06-20T20:53:30Z
S5,0,13,1985403058,-20,0.0,,,2026-06-20T20:53:45Z
S5,0,14,1613680917,-20,0.0,,,2026-06-20T20:54:00Z
S5,0,15,1930000429,-20,0.0,,,2026-06-20T20:54:30Z
S5,0,16,216305983,-20,0.0,,,2026-06-20T20:54:45Z
S5,0,17,312112809,-20,0.0,,,2026-06-20T20:55:00Z
S5,0,18,1052303369,-20,0.0,,,2026-06-20T20:55:15Z
S5,0,19,217579570,-20,0.0,,,2026-06-20T20:55:30Z
S5,0,20,99964177,-20,0.0,,,2026-06-20T20:55:45Z
S5,0,21,490683040,-20,0.0,,,2026-06-20T20:56:00Z
S5,0,22,1940961689,-20,0.0,,,2026-06-20T20:56:15Z
