cycle_stem,epoch,utc,lag_s,lag_subsample_s,peak_corr,label_offset_s
260803_183000,0,2026-08-03T18:30:00Z,,,,+0.00000
260803_183015,0,2026-08-03T18:30:15Z,,,,+0.00000
260803_183030,0,2026-08-03T18:30:30Z,,,,+0.00000
260803_183045,0,2026-08-03T18:30:45Z,-0.00475,-0.00475,0.9944,+0.00000
260803_183100,0,2026-08-03T18:31:00Z,,,,+0.00000
260803_183115,0,2026-08-03T18:31:15Z,,,,+0.00000
260803_183130,0,2026-08-03T18:31:30Z,,,,+0.00000
260803_183145,0,2026-08-03T18:31:45Z,,,,+0.00000
260803_183200,0,2026-08-03T18:32:00Z,,,,+0.00000
260803_183215,0,2026-08-03T18:32:15Z,,,,+0.00000
260803_183230,0,2026-08-03T18:32:30Z,,,,+0.00000
260803_183245,0,2026-08-03T18:32:45Z,,,,+0.00000
260803_183300,0,2026-08-03T18:33:00Z,,,,+0.00000
260803_183315,0,2026-08-03T18:33:15Z,+0.00208,+0.00209,0.9883,+0.00000
260803_183330,0,2026-08-03T18:33:30Z,,,,+0.00000
260803_183345,0,2026-08-03T18:33:45Z,,,,+0.00000
260803_183400,0,2026-08-03T18:34:00Z,,,,+0.00000
260803_183415,0,2026-08-03T18:34:15Z,,,,+0.00000
260803_183430,0,2026-08-03T18:34:30Z,,,,+0.00000
260803_183445,0,2026-08-03T18:34:45Z,,,,+0.00000
260803_183500,0,2026-08-03T18:35:00Z,,,,+0.00000
260803_183515,0,2026-08-03T18:35:15Z,,,,+0.00000
260803_183530,0,2026-08-03T18:35:30Z,,,,+0.00000
260803_183545,0,2026-08-03T18:35:45Z,-0.03158,-0.03158,0.9907,+0.00000
260803_183600,0,2026-08-03T18:36:00Z,,,,+0.00000
260803_183615,0,2026-08-03T18:36:15Z,,,,+0.00000
260803_183630,0,2026-08-03T18:36:30Z,,,,+0.00000
260803_183645,0,2026-08-03T18:36:45Z,,,,+0.00000
260803_183700,0,2026-08-03T18:37:00Z,,,,+0.00000
260803_183715,0,2026-08-03T18:37:15Z,,,,+0.00000
260803_183730,0,2026-08-03T18:37:30Z,,,,+0.00000
260803_183745,0,2026-08-03T18:37:45Z,,,,+0.00000
260803_183800,0,2026-08-03T18:38:00Z,,,,+0.00000
260803_183815,0,2026-08-03T18:38:15Z,-0.01033,-0.01033,0.9890,+0.00000
260803_183830,0,2026-08-03T18:38:30Z,,,,+0.00000
260803_183845,0,2026-08-03T18:38:45Z,,,,+0.00000
260803_183900,0,2026-08-03T18:39:00Z,,,,+0.00000
260803_183915,0,2026-08-03T18:39:15Z,,,,+0.00000
260803_183930,0,2026-08-03T18:39:30Z,,,,+0.00000
260803_183945,0,2026-08-03T18:39:45Z,,,,+0.00000
260803_184000,0,2026-08-03T18:40:00Z,,,,+0.00000
260803_184015,0,2026-08-03T18:40:15Z,,,,+0.00000
260803_184030,0,2026-08-03T18:40:30Z,,,,+0.00000
260803_184045,0,2026-08-03T18:40:45Z,+0.00158,+0.00159,0.9987,+0.00000
260803_184100,0,2026-08-03T18:41:00Z,,,,+0.00000
260803_184115,0,2026-08-03T18:41:15Z,,,,+0.00000
260803_184130,0,2026-08-03T18:41:30Z,,,,+0.00000
260803_184145,0,2026-08-03T18:41:45Z,,,,+0.00000
260803_184200,0,2026-08-03T18:42:00Z,,,,+0.00000
260803_184215,0,2026-08-03T18:42:15Z,,,,+0.00000
260803_184230,0,2026-08-03T18:42:30Z,,,,+0.00000
260803_184245,0,2026-08-03T18:42:45Z,,,,+0.00000
260803_184300,0,2026-08-03T18:43:00Z,,,,+0.00000
260803_184315,0,2026-08-03T18:43:15Z,-0.02875,-0.02875,0.9939,+0.00000
260803_184330,0,2026-08-03T18:43:30Z,,,,+0.00000
260803_184345,0,2026-08-03T18:43:45Z,,,,+0.00000
260803_184400,0,2026-08-03T18:44:00Z,,,,+0.00000
260803_184415,0,2026-08-03T18:44:15Z,,,,+0.00000
260803_184430,0,2026-08-03T18:44:30Z,,,,+0.00000
260803_184445,0,2026-08-03T18:44:45Z,,,,+0.00000
260803_184500,0,2026-08-03T18:45:00Z,,,,+0.00000
260803_184515,0,2026-08-03T18:45:15Z,,,,+0.00000
260803_184530,0,2026-08-03T18:45:30Z,,,,+0.00000
260803_184545,0,2026-08-03T18:45:45Z,-0.02300,-0.02299,0.9769,+0.00000
260803_184600,0,2026-08-03T18:46:00Z,,,,+0.00000
260803_184615,0,2026-08-03T18:46:15Z,,,,+0.00000
260803_184630,0,2026-08-03T18:46:30Z,,,,+0.00000
260803_184645,0,2026-08-03T18:46:45Z,,,,+0.00000
260803_184700,0,2026-08-03T18:47:00Z,,,,+0.00000
260803_184715,0,2026-08-03T18:47:15Z,,,,+0.00000
260803_184730,0,2026-08-03T18:47:30Z,,,,+0.00000
260803_184745,0,2026-08-03T18:47:45Z,,,,+0.00000
260803_184800,0,2026-08-03T18:48:00Z,,,,+0.00000
260803_184815,0,2026-08-03T18:48:15Z,-0.02283,-0.02283,0.9958,+0.00000
260803_184830,0,2026-08-03T18:48:30Z,,,,+0.00000
260803_184845,0,2026-08-03T18:48:45Z,,,,+0.00000
260803_184900,0,2026-08-03T18:49:00Z,,,,+0.00000
260803_184915,0,2026-08-03T18:49:15Z,,,,+0.00000
260803_184930,0,2026-08-03T18:49:30Z,,,,+0.00000
260803_184945,0,2026-08-03T18:49:45Z,,,,+0.00000
260803_185000,0,2026-08-03T18:50:00Z,,,,+0.00000
260803_185015,0,2026-08-03T18:50:15Z,,,,+0.00000
260803_185030,0,2026-08-03T18:50:30Z,,,,+0.00000
260803_185045,0,2026-08-03T18:50:45Z,-0.00917,-0.00916,0.9987,+0.00000
260803_185100,0,2026-08-03T18:51:00Z,,,,+0.00000
260803_185115,0,2026-08-03T18:51:15Z,,,,+0.00000
260803_185130,0,2026-08-03T18:51:30Z,,,,+0.00000
260803_185145,0,2026-08-03T18:51:45Z,,,,+0.00000
260803_185200,0,2026-08-03T18:52:00Z,,,,+0.00000
260803_185215,0,2026-08-03T18:52:15Z,,,,+0.00000
260803_185230,0,2026-08-03T18:52:30Z,,,,+0.00000
260803_185245,0,2026-08-03T18:52:45Z,,,,+0.00000
260803_185300,0,2026-08-03T18:53:00Z,,,,+0.00000
260803_185315,0,2026-08-03T18:53:15Z,-0.00167,-0.00166,0.9910,+0.00000
260803_185330,0,2026-08-03T18:53:30Z,,,,+0.00000
260803_185345,0,2026-08-03T18:53:45Z,,,,+0.00000
260803_185400,0,2026-08-03T18:54:00Z,,,,+0.00000
260803_185415,0,2026-08-03T18:54:15Z,,,,+0.00000
260803_185430,0,2026-08-03T18:54:30Z,,,,+0.00000
260803_185445,0,2026-08-03T18:54:45Z,,,,+0.00000
260803_185500,0,2026-08-03T18:55:00Z,,,,+0.00000
260803_185515,0,2026-08-03T18:55:15Z,,,,+0.00000
260803_185530,0,2026-08-03T18:55:30Z,,,,+0.00000
260803_185545,0,2026-08-03T18:55:45Z,+0.00717,+0.00717,0.9907,+0.00000
260803_185600,0,2026-08-03T18:56:00Z,,,,+0.00000
260803_185615,0,2026-08-03T18:56:15Z,,,,+0.00000
260803_185630,0,2026-08-03T18:56:30Z,,,,+0.00000
